2.0844900000000000000E-03,9.6000000000000000000E-01,3.5004200000000000000E+00,3.1055000000000000000E+02
4.3587700000000000000E-03,9.6000000000000000000E-01,3.5008700000000000000E+00,3.1055000000000000000E+02
6.6307800000000000000E-03,9.6000000000000000000E-01,3.5013300000000000000E+00,3.1055100000000000000E+02
8.9045500000000000000E-03,9.6000000000000000000E-01,3.5017800000000000000E+00,3.1055100000000000000E+02
1.1176300000000000000E-02,9.6000000000000000000E-01,3.5022400000000000000E+00,3.1055100000000000000E+02
1.3450100000000000000E-02,9.6000000000000000000E-01,3.5026900000000000000E+00,3.1055100000000000000E+02
1.5721700000000000000E-02,9.6000000000000000000E-01,3.5031500000000000000E+00,3.1055100000000000000E+02
1.7995200000000000000E-02,9.6000000000000000000E-01,3.5036000000000000000E+00,3.1055100000000000000E+02
2.0266700000000000000E-02,9.6000000000000000000E-01,3.5040600000000000000E+00,3.1055200000000000000E+02
2.2539900000000000000E-02,9.6000000000000000000E-01,3.5045100000000000000E+00,3.1055200000000000000E+02
2.4811200000000000000E-02,9.6000000000000000000E-01,3.5049700000000000000E+00,3.1055200000000000000E+02
2.7084300000000000000E-02,9.6000000000000000000E-01,3.5054200000000000000E+00,3.1055200000000000000E+02
2.9355500000000000000E-02,9.6000000000000000000E-01,3.5058700000000000000E+00,3.1055200000000000000E+02
3.1628700000000000000E-02,9.6000000000000000000E-01,3.5063300000000000000E+00,3.1055300000000000000E+02
3.3900000000000000000E-02,9.6000000000000000000E-01,3.5067800000000000000E+00,3.1055300000000000000E+02
3.6173400000000000000E-02,9.6000000000000000000E-01,3.5072400000000000000E+00,3.1055300000000000000E+02
3.8444900000000000000E-02,9.6000000000000000000E-01,3.5076900000000000000E+00,3.1055300000000000000E+02
4.0718500000000000000E-02,9.6000000000000000000E-01,3.5081500000000000000E+00,3.1055300000000000000E+02
4.2990300000000000000E-02,9.6000000000000000000E-01,3.5086000000000000000E+00,3.1055300000000000000E+02
4.5264200000000000000E-02,9.6000000000000000000E-01,3.5090600000000000000E+00,3.1055400000000000000E+02
4.7536400000000000000E-02,9.6000000000000000000E-01,3.5095100000000000000E+00,3.1055400000000000000E+02
4.9810700000000000000E-02,9.6000000000000000000E-01,3.5099700000000000000E+00,3.1055400000000000000E+02
5.2083200000000000000E-02,9.6000000000000000000E-01,3.5104200000000000000E+00,3.1055400000000000000E+02
5.4357800000000000000E-02,9.6000000000000000000E-01,3.5108700000000000000E+00,3.1055400000000000000E+02
5.6630800000000000000E-02,9.6000000000000000000E-01,3.5113300000000000000E+00,3.1055500000000000000E+02
5.8905700000000000000E-02,9.6000000000000000000E-01,3.5117800000000000000E+00,3.1055500000000000000E+02
6.1179100000000000000E-02,9.6000000000000000000E-01,3.5122400000000000000E+00,3.1055500000000000000E+02
6.3454500000000000000E-02,9.6000000000000000000E-01,3.5127000000000000000E+00,3.1055500000000000000E+02
6.5728300000000000000E-02,9.6000000000000000000E-01,3.5131500000000000000E+00,3.1055500000000000000E+02
6.8004100000000000000E-02,9.6000000000000000000E-01,3.5136100000000000000E+00,3.1055500000000000000E+02
7.0278400000000000000E-02,9.6000000000000000000E-01,3.5140600000000000000E+00,3.1055600000000000000E+02
7.2554600000000000000E-02,9.6000000000000000000E-01,3.5145100000000000000E+00,3.1055600000000000000E+02
7.4829500000000000000E-02,9.6000000000000000000E-01,3.5149700000000000000E+00,3.1055600000000000000E+02
7.7106200000000000000E-02,9.6000000000000000000E-01,3.5154200000000000000E+00,3.1055600000000000000E+02
7.9381600000000000000E-02,9.6000000000000000000E-01,3.5158800000000000000E+00,3.1055600000000000000E+02
8.1658500000000000000E-02,9.6000000000000000000E-01,3.5163400000000000000E+00,3.1055700000000000000E+02
8.3934300000000000000E-02,9.6000000000000000000E-01,3.5167900000000000000E+00,3.1055700000000000000E+02
8.6211200000000000000E-02,9.6000000000000000000E-01,3.5172500000000000000E+00,3.1055700000000000000E+02
8.8486900000000000000E-02,9.6000000000000000000E-01,3.5177000000000000000E+00,3.1055700000000000000E+02
9.0763700000000000000E-02,9.6000000000000000000E-01,3.5181600000000000000E+00,3.1055700000000000000E+02
9.3039400000000000000E-02,9.6000000000000000000E-01,3.5186100000000000000E+00,3.1055700000000000000E+02
9.5316100000000000000E-02,9.6000000000000000000E-01,3.5190700000000000000E+00,3.1055800000000000000E+02
9.7591700000000000000E-02,9.6000000000000000000E-01,3.5195200000000000000E+00,3.1055800000000000000E+02
9.9868400000000000000E-02,9.6000000000000000000E-01,3.5199800000000000000E+00,3.1055800000000000000E+02
1.0214400000000000000E-01,9.6000000000000000000E-01,3.5204300000000000000E+00,3.1055800000000000000E+02
1.0442100000000000000E-01,9.6000000000000000000E-01,3.5208900000000000000E+00,3.1055800000000000000E+02
1.0669600000000000000E-01,9.6000000000000000000E-01,3.5213400000000000000E+00,3.1055900000000000000E+02
1.0897300000000000000E-01,9.6000000000000000000E-01,3.5218000000000000000E+00,3.1055900000000000000E+02
1.1124800000000000000E-01,9.6000000000000000000E-01,3.5222500000000000000E+00,3.1055900000000000000E+02
1.1352500000000000000E-01,9.6000000000000000000E-01,3.5227100000000000000E+00,3.1055900000000000000E+02
1.1580000000000000000E-01,9.6000000000000000000E-01,3.5231600000000000000E+00,3.1055900000000000000E+02
1.1807600000000000000E-01,9.6000000000000000000E-01,3.5236200000000000000E+00,3.1055900000000000000E+02
1.2035200000000000000E-01,9.6000000000000000000E-01,3.5240800000000000000E+00,3.1056000000000000000E+02
