2.456363163472E+06,3.354900000000E-01,7.093000000000E+01,-1.401500000000E+01,1.168300000000E+02,5.023200000000E+04,2.953200000000E+02,7.707800000000E-01,-1.758400000000E+00,-1.142800000000E+01,-2.453800000000E-04,4.861800000000E+00,-1.000000000000E+00,1.314800000000E+01,8.099700000000E-02,9.115000000000E-03
2.456363183472E+06,3.359200000000E-01,7.067800000000E+01,-1.388300000000E+01,1.171600000000E+02,4.997600000000E+04,2.946500000000E+02,6.674400000000E-01,-1.699100000000E+00,-1.137100000000E+01,3.167600000000E-03,4.860500000000E+00,-1.000000000000E+00,1.321900000000E+01,8.081500000000E-02,9.117700000000E-03
2.456363203472E+06,3.363500000000E-01,7.042600000000E+01,-1.375100000000E+01,1.175000000000E+02,4.972000000000E+04,2.939700000000E+02,5.639800000000E-01,-1.643400000000E+00,-1.131500000000E+01,6.676600000000E-03,4.859400000000E+00,-1.000000000000E+00,1.329100000000E+01,8.063400000000E-02,9.120800000000E-03
2.456363223472E+06,3.367800000000E-01,7.017400000000E+01,-1.362000000000E+01,1.179500000000E+02,4.944300000000E+04,2.932100000000E+02,4.560200000000E-01,-1.545100000000E+00,-1.126500000000E+01,9.948500000000E-03,4.859700000000E+00,-1.000000000000E+00,1.337700000000E+01,8.048900000000E-02,9.128200000000E-03
2.456363243472E+06,3.372100000000E-01,6.992200000000E+01,-1.348800000000E+01,1.184700000000E+02,4.915300000000E+04,2.923900000000E+02,3.419400000000E-01,-1.418600000000E+00,-1.122000000000E+01,1.315300000000E-02,4.861100000000E+00,-1.000000000000E+00,1.347100000000E+01,8.036800000000E-02,9.138600000000E-03
2.456363263472E+06,3.376500000000E-01,6.966900000000E+01,-1.335800000000E+01,1.190100000000E+02,4.886300000000E+04,2.915800000000E+02,2.242000000000E-01,-1.296000000000E+00,-1.117700000000E+01,1.662400000000E-02,4.862500000000E+00,-1.000000000000E+00,1.356700000000E+01,8.025600000000E-02,9.149000000000E-03
2.456363283472E+06,3.380800000000E-01,6.941700000000E+01,-1.322700000000E+01,1.195400000000E+02,4.857400000000E+04,2.907700000000E+02,1.029900000000E-01,-1.178500000000E+00,-1.113600000000E+01,2.040400000000E-02,4.863900000000E+00,-1.000000000000E+00,1.366200000000E+01,8.014300000000E-02,9.159200000000E-03
2.456363303472E+06,3.385200000000E-01,6.916500000000E+01,-1.309700000000E+01,1.200600000000E+02,4.828500000000E+04,2.899700000000E+02,-2.148600000000E-02,-1.066100000000E+00,-1.109700000000E+01,2.450200000000E-02,4.865400000000E+00,-1.000000000000E+00,1.375700000000E+01,8.002500000000E-02,9.169200000000E-03
2.456363323472E+06,3.389700000000E-01,6.891200000000E+01,-1.296700000000E+01,1.205600000000E+02,4.801300000000E+04,2.892200000000E+02,-1.532800000000E-01,-9.557300000000E-01,-1.106200000000E+01,2.867000000000E-02,4.866800000000E+00,-1.000000000000E+00,1.385100000000E+01,7.991600000000E-02,9.180500000000E-03
2.456363343472E+06,3.394100000000E-01,6.865900000000E+01,-1.283800000000E+01,1.210100000000E+02,4.779300000000E+04,2.886000000000E+02,-2.986400000000E-01,-8.401900000000E-01,-1.103300000000E+01,3.224700000000E-02,4.868000000000E+00,-1.000000000000E+00,1.393900000000E+01,7.984800000000E-02,9.196900000000E-03
2.456363363472E+06,3.398600000000E-01,6.840600000000E+01,-1.270800000000E+01,1.214600000000E+02,4.757500000000E+04,2.879900000000E+02,-4.441900000000E-01,-7.274200000000E-01,-1.100500000000E+01,3.588300000000E-02,4.869100000000E+00,-1.000000000000E+00,1.402700000000E+01,7.977800000000E-02,9.213200000000E-03
2.456363383472E+06,3.403100000000E-01,6.815300000000E+01,-1.258000000000E+01,1.220600000000E+02,4.733900000000E+04,2.872900000000E+02,-5.856300000000E-01,-5.633800000000E-01,-1.098300000000E+01,3.871600000000E-02,4.872600000000E+00,-1.000000000000E+00,1.413500000000E+01,7.976600000000E-02,9.236700000000E-03
,,,,,,,,,,,,,,,
